id,tweet_text,time_will_tell,distrust_experts,too_fast_early_dev,natural_traditional_is_better,liberty_freedom,hidden_motives,scapegoat,defend_the_weak,wicked_fairness,none,source
1942,"And let's not forget the GQP are the same people who cried about masks and vaccine mandates but seem to think controlling one class of citizen is perfectly fine Tell me about performative again? Remember they are coming for you next, the poor, the dumb, the easily conned",1,0,0,0,0,0,0,1,0,0,vaccine
1943,I am sure the same men who took their vaccine would be cool with that.. gluing women's pussy who wants to have abortion is next in red states,1,0,0,0,0,0,0,0,0,0,vaccine
1944,Hi Rachel. I have some disturbing news about the Vaccines... The next generation of the World is ending as we know it... 7/10 vaccinated people will possibly died within 3-5 years from the time of the last Vaccine !!!,1,0,0,0,0,0,0,0,0,0,vaccine
1945,"I look at people I know who had the vaccine and wonder if they are next, its strange to think they thought Russian roulette was a good idea!",1,0,0,0,0,0,0,0,0,0,vaccine
1946,We knew it was coming...Vax in perpetuity. The FDA's 'Future Framework' for Covid Vaccines Is a Reckless Plan,1,1,0,0,0,0,0,0,0,0,vaccine
1947,"DID YOU KNOW THAT I, KNEW EXACTLY WHO WOULD GET THE VACCINATIONS, AND WHO WOULD NOT. INDEED, AND AS I HAVE STATED, IF YOU GOT ONE OF THE COVID VACCINES, IT WAS YOUR WORST DECISION. A_yud",1,0,0,0,0,0,0,0,0,0,vaccine
1948,"Is it too early to say... 'I told you so...? ⚡️ 'Lasting protection of omicron-specific Covid vaccine could pave way for annual boosters' by""",1,0,0,0,0,0,0,0,0,0,vaccine
1949,Every instinct I possessed 4 survival told me not 2 take the vaccines. I mean every instinct screamed DANGER! I remain the only 1 on my team unvaccinated. Had I just followed orders I'm certain I'd have been dead within 32 hours post 1st Moderna injection. 💯 % confirmed.,1,0,0,0,0,0,0,0,0,0,vaccine
1950,We told you this was a possibility when women had issues with their cycles post vaccine... and you told us we were conspiracy theorists and tried to ban us from speaking.,1,0,0,0,0,0,0,0,0,0,vaccine
1951,Lol we all told you for years. Just wait until they finally admit the vaccines cause long term side effects.,1,0,0,0,0,0,0,0,0,0,vaccine
1952,Had enough yet? This NEVER happened before the ‘vaccine' roll outs. Now it happens at every sporting event.,1,0,0,0,0,0,0,0,0,0,vaccine
1953,I'm identifying the start point of the vaccine and then looking at what happens after. The rollout starts at the bottom,1,0,0,0,0,0,0,0,0,0,vaccine
1954,It's hilarious to see all these libs in here jumping ship on the vaccine mandates. Peter McCullough predicted this would happen and he was spot on. So shameless.,1,0,0,0,0,0,0,0,0,0,vaccine
1955,"A Warning' from the 'Past', but 'we never took any notice of the man who could have stopped all Pandemics happening' - 'Vaccines will 'Never save us from a deadly equivalent of Spanish Flu if common sense is used",1,0,0,0,0,0,0,0,0,0,vaccine
1956,I'm waiting for this to happen.The Devil is inside every vaccine company and person pushing their narrative. Have a nice trip to hell!!!,1,0,0,0,0,0,0,0,0,0,vaccine
1957,"Monkeypox is one of side effects of Pfizer Covid-19 vaccines though, it was bound to happen.",1,0,0,0,0,0,0,0,0,0,vaccine
1958,Remember how before the vaccine these things happened all the time? Me neither.,1,0,0,0,0,0,0,0,0,0,vaccine
1959,Experimental Vaccines at fault for causing epidemic levels of sickness in our troops/veteran,0,0,0,0,0,0,1,0,0,0,vaccine
1960,We already lost that right with vaccine mandates. You all paved the way for this. You only have yourself to blame.,0,0,0,0,1,0,1,0,0,0,vaccine
1961,Reaaallllllyyyyyyy??????????? Report nukuranytha nooney thi myhun vaccine aniyaaeh kamah balai nugannanytha? You know what? Now even doctors ask if the patient had vaccine after not finding anything else to blame on.. heh,0,0,0,0,0,0,1,0,0,0,vaccine
1962,Im so frustrated. And annoyed. How can this be like i just blame Rome. And evil white people that i hope covid kills and the vaccine doesn't save! Let me show you what the real ones look like a REAL ORIGINAL Geechee I don't know Gulla my members were called Geechee,0,0,0,0,0,0,1,0,0,0,vaccine
1963,"If DemocRATS want to blame gun manufacturers and honest owners for criminal behaviour, then they should also blame pharmaceutical companies and themselves for vaccine injuries.. Go ahead, look in a mirror. If you vote DemocRAT or RINO, YOU are what is wrong with the world.",0,0,0,0,0,0,1,0,0,0,vaccine
1964,So more than half the country. I blame you ass hats that championed for the government to mandate vaccines. I'll repeat it again. Abolish the two party system.,0,0,0,0,0,0,1,0,0,0,vaccine
1965,Germany is experiencing a dramatic decline in births in Q1 2022. German government answer: people had too many kids and do not want to make any more. The vaccine is DEFINITELY not to blame! Please share widely to reach crazy moms of US babies 2b vaxed!,0,0,0,0,0,0,1,0,0,0,vaccine
1966,Imagine being such a hypocrite that's you think forcing vaccine and mandates is ok and accepted forcing it on millions that but then having a melt down when other body autonomy laws are made! You lefties opened the gates when you let Covid fear control your life.. HYPOCRITES,0,0,0,0,1,0,1,0,0,0,vaccine
1967,bill gates is a major reason we don't have open source vaccines and tony robbins has a history of sexual assault... 'principles',0,0,0,0,0,0,1,0,0,0,vaccine
1968,BILL GATES and SCHWAB are responsible for those who will die or be disabled 👨‍👩‍👦‍👦 due to CVD19💉on the Washington DC campus of the USA (👨‍👩‍👦‍👦) Hospital. The USA has started distributing the💉nationwide for the 6-wee👨‍👩‍👧‍👦. Bill Gates schwab klaus is responsible for the vaccines distributed,0,0,0,0,0,0,1,0,0,0,vaccine
1969,"'You know who is not responsible for Dobbs v. Jackson? Joe Biden, who led the campaign to block the nomination of Clarence Thomas, who voted against confirmation of Samuel Alito and John Roberts. He did literally everything at his disposal to prevent Dobbs.' And 🧵",0,0,0,0,0,0,1,0,0,0,vaccine
1970,"Newsom was responsible for Small Businesses being shut down in Calif, due to the Mask and Vaccine Mandates. This guy is a MORON....",0,0,0,0,0,0,1,0,0,0,vaccine
1971,If you supported people being fired for not taking a barely tested vaccine.Your responsible for this. You opened Pandora's box and the pendulum is hitting you on the return swing. You gave Gov/Corporations the power to dictate your health decisions.,0,0,1,0,1,0,1,0,0,0,vaccine
1972,"CDC, Pharma companies, WHO, and US Govt. agencies adamantly fought early intervention. They along with a complicit medical community are responsible for high death tolls and vaccine injuries. The injection made billions. It was by design not b/c they didn't know what to do.",0,0,0,0,0,1,1,0,0,0,vaccine
1973,"You caused wave after wave of covid with endless lockdowns and vaccines. You are responsible for undiagnosed cancers, delays and depression in children, ruined businesses and poverty amongst people who don't even realise yet that they are poor. Enjoy your time with your family.",0,0,0,0,0,0,1,1,0,0,vaccine
1974,The post is about a 25 year vaccine expert researcher went before the government and said its not right to experiment on CHILDREN!!,0,0,0,0,0,0,0,1,0,0,vaccine
1975,If as you claim the vaccine is saving lives.. how do you explain every month from July to November 2021 there were more deaths than the corresponding months in 2020 before any vaccine was administered,0,0,0,0,0,0,0,0,0,1,vaccine
1976,Was the Pfizer 'vaccine' rollout actually a deliberate attack on American and key Western Europe nations?,0,0,0,0,0,1,0,0,0,0,vaccine
1977,"Remember that as Newsome tries to pull this, State Legislature is trying to get kids to take a vaccine without parents permission. First it was 12, now it's 15. Let's keep pushing until this bill and others are dead in the water!",0,0,0,0,0,0,0,1,0,0,vaccine
1978,"COVID-19 is a Weapon. Bio Weapon. Obama, Joe Biden, and Everyone in the World Economic Forums are Involved. Vaccine is Used as Bio Weapon too.",0,0,0,0,0,0,0,0,0,1,vaccine
1979,Only when it comes to experimental for emergency use vaccines we do.,0,0,1,0,0,0,0,0,0,0,vaccine
1980,"EU has purchased 100k monkeypox vaccines. Then boosters, then boosters for the boosters. See where this is going?!",0,0,0,0,0,1,0,0,0,0,vaccine
1981,"You'd sacrifice more, you ignoramus. You have no idea what the 'vaccines' will do to them, and you don't even care. And take a look at the co-morbidities. Nowhere close to 1,000 kids have died FROM Covid.",0,0,0,0,0,0,0,0,0,1,vaccine
1982,"Sir, use this video in your next tweet to spread more awareness about poisonous vaccines.",0,0,0,0,0,0,0,0,0,1,vaccine
1983,"By mass jabbing the population with a, 'leaky' vaccine, you've, in effect, created a situation where the population are the medium for the virus to, 'gain function'. You're pushing jabs for 6 months and up? WTF is wrong with you?",0,0,0,0,0,0,0,0,0,1,vaccine
1984,Obvious question: was the child jabbed with COVID vaccine(s)?,0,0,0,0,0,0,0,0,0,1,vaccine
1985,I draw the line with this Horse ..... i was already skeptical with half the Vaccines newborns get. ,0,0,0,0,0,0,0,0,0,1,vaccine
1986,I also remember you and your side trying to force us into getting a vaccine that amounted to nothing more than a medical experiment. Look at Bieber and his wife ffs,0,0,1,0,1,0,0,0,0,0,vaccine
1987,A vaccine that is developed from tissue aborted murdered children,0,0,0,0,0,0,0,0,0,1,vaccine
1988,"James Roguski reveals Pfizer's study of the COVID-19 vaccine on 6-23 month old babies. They started from a sample of 1,200 children but ended up with only 80' data for reference which is invalid.",0,0,0,0,0,0,0,0,0,1,vaccine
1989,Abortion opponents protests covid-19 vaccines' use of fetal cells,0,0,0,0,0,0,0,0,0,1,vaccine
1990,There Is No Basis for the FDA to Authorize Covid Vaccines For Toddlers / Brownstone Institute,0,1,0,0,0,0,0,1,0,0,vaccine
1991,"Just 7 months after THE START of clinical trials. THE START On 2 December 2020, UK regulators granted emergency-use authorization to a vaccine from drug firms Pfizer and BioNTech, just seven months after the start of clinical trials. ",0,0,1,0,0,0,0,0,0,0,vaccine
1992,"You would have to be a moron, to allow your newborn baby to take an unproven 'vaccine!!!",0,0,1,0,0,0,0,1,0,0,vaccine
1993,??? These aren't vaccines. And children do not need them.,0,0,0,0,0,0,0,1,0,0,vaccine
1994,"The ability of the left to go from mandating experimental vaccines to fighting for woman's right to medical choice all without realizing their own hypocrisy should scare the shit out of you. These people aren't thinking, they are being manipulated by the rich",0,0,0,0,1,0,0,0,0,0,vaccine
1995,What didn't you understand in 'experimental vaccine from the least trusted industry in the world and no legal recourse?! I could have explained it to you... ,0,0,0,0,0,1,0,0,0,0,vaccine
1996,But an experimental vaccine for a 6 month old is fine. FDA Bans JUUL E-Cigarettes,0,0,0,0,0,0,0,0,0,1,vaccine
1997,"While I get the sentiment behind this. Outlawing the murder of unborn children should never be seen as equivalent to forcing people to take 'vaccines'. The former protects innocent life from murder, the latter simply does not",0,0,0,0,0,0,0,1,0,0,vaccine
1998,Vaccine mandates were NOT based on science. The c19 vaccine narrative is coming unglued,0,1,0,0,0,0,0,0,0,0,vaccine
1999,"DO NOT TAKE ANY VACCINES...YOU OR YOUR CHILD, NOW OR IN THE FUTURE. God gave you an immunity system..even if you don't believe in God ...your body is the creation of a Creator who made it exceptional.",0,0,0,1,0,0,0,0,0,0,vaccine
2000,"Doctors' Group Urges Biden Administration to End Quarantine, Vaccine Recommendations for Children Like Pink Floyd sang: Leave the kids ALONE!",0,0,0,0,0,0,0,1,0,0,vaccine
2001,"So Bill, now we have increases in polio & TB. Can you please just STOP now and realise your meddling is wrecking have on vaccines and promoting disease? You are not as smart as you believe yourself to be. Just retire...in jail.",0,0,0,0,0,0,1,0,0,0,vaccine
2002,"Polio Outbreak: The WHO, Bill Gates, emergency vaccines & more of the same",0,0,0,0,0,0,0,0,0,1,vaccine
2003,A study sponsored by Bill Gates and Big Pharma - for the vaccines of Bill Gates and Big Pharma. What did the vaccines prevent? An empty cash box for some criminals!,0,0,0,0,0,1,0,0,0,0,vaccine
2004,Alex Jones 2009: bill gates is using the vaccines to cull the population of Africa what a fucking con man:,0,0,0,0,0,0,0,0,0,1,vaccine
2005,"Bill Gates foundation was predicated on repurposing meds/tech to help at-risk countries fight above their weight class in crises. He should've distributed IVM, HCQ & Fluvoxamine worldwide early rather than mandates & lockdowns as global vaccine czar.",0,0,0,1,0,0,1,0,0,0,vaccine
2006,"This journo writes for The Guardian, the Guardian receives MILLIONS in funding from Bill Gates & has been promoting lockdowns and the vaccine since day one. Thank U for this important information on him.",0,0,0,0,0,1,1,0,0,0,vaccine
2007,"Bill Gates wanted & want to reduce human population with vaccines, he was quite successfull!",0,0,0,0,0,0,1,0,0,0,vaccine
2008,"Bill Gates pretending he cares about peoples lives after heavily promoting experimental vaccines & previously stating that new vaccines, healthcare & reproductive health services will help reduce population by 10-15%. This would require 775M - 1.6B deaths.",0,0,0,0,0,1,1,0,0,0,vaccine
